27, 8, pa1-unknown-h-output1.txt
  190.46,   199.45,   186.46
  393.06,   398.73, -1307.51
    6.68,     1.27, -1499.98
    6.13,     1.16, -1374.99
    5.57,     1.06, -1249.99
    7.64,   126.27, -1499.87
    7.08,   126.16, -1374.87
    6.53,   126.05, -1249.88
    8.60,   251.26, -1499.76
    8.04,   251.16, -1374.76
    7.48,   251.05, -1249.76
  131.68,     0.32, -1499.43
  131.12,     0.21, -1374.43
  130.57,     0.10, -1249.43
  132.64,   125.31, -1499.32
  132.08,   125.20, -1374.32
  131.52,   125.10, -1249.32
  133.59,   250.31, -1499.21
  133.04,   250.20, -1374.21
  132.48,   250.09, -1249.21
  256.67,    -0.64, -1498.87
  256.12,    -0.75, -1373.88
  255.56,    -0.86, -1248.88
  257.63,   124.36, -1498.76
  257.07,   124.25, -1373.76
  256.52,   124.14, -1248.77
  258.59,   249.35, -1498.65
  258.03,   249.24, -1373.65
  257.47,   249.14, -1248.65
   -3.59,    -6.77, -1499.98
   -3.29,    -6.20, -1374.98
   -2.99,    -5.63, -1249.98
   -3.67,   118.23, -1500.55
   -3.37,   118.80, -1375.55
   -3.07,   119.36, -1250.55
   -3.74,   243.23, -1501.11
   -3.45,   243.80, -1376.11
   -3.15,   244.36, -1251.11
  121.41,    -6.69, -1500.28
  121.71,    -6.12, -1375.28
  122.01,    -5.56, -1250.28
  121.33,   118.31, -1500.85
  121.63,   118.88, -1375.85
  121.93,   119.44, -1250.85
  121.25,   243.31, -1501.41
  121.55,   243.87, -1376.41
  121.85,   244.44, -1251.41
  246.41,    -6.61, -1500.58
  246.71,    -6.05, -1375.58
  247.01,    -5.48, -1250.58
  246.33,   118.39, -1501.15
  246.63,   118.95, -1376.15
  246.93,   119.52, -1251.15
  246.25,   243.39, -1501.71
  246.55,   243.95, -1376.71
  246.85,   244.52, -1251.71
    1.61,   -12.75, -1499.94
    1.48,   -11.69, -1374.95
    1.34,   -10.62, -1249.95
    1.19,   112.24, -1501.01
    1.05,   113.31, -1376.01
    0.92,   114.37, -1251.02
    0.76,   237.24, -1502.07
    0.63,   238.30, -1377.08
    0.49,   239.37, -1252.08
  126.61,   -12.32, -1499.81
  126.48,   -11.26, -1374.82
  126.34,   -10.19, -1249.82
  126.18,   112.67, -1500.88
  126.05,   113.74, -1375.88
  125.92,   114.80, -1250.89
  125.76,   237.67, -1501.94
  125.63,   238.73, -1376.95
  125.49,   239.79, -1251.95
  251.61,   -11.90, -1499.68
  251.48,   -10.83, -1374.69
  251.34,    -9.77, -1249.69
  251.18,   113.10, -1500.75
  251.05,   114.16, -1375.75
  250.92,   115.23, -1250.76
  250.76,   238.09, -1501.81
  250.62,   239.16, -1376.82
  250.49,   240.22, -1251.82
   12.54,     6.76, -1499.93
   11.50,     6.20, -1374.94
   10.45,     5.63, -1249.94
   13.41,   131.75, -1499.36
   12.37,   131.19, -1374.37
   11.32,   130.63, -1249.37
   14.28,   256.75, -1498.79
   13.24,   256.19, -1373.80
   12.19,   255.62, -1248.80
  137.53,     5.88, -1498.89
  136.49,     5.32, -1373.90
  135.44,     4.76, -1248.90
  138.41,   130.88, -1498.32
