27, 8, pa1-unknown-k-output1.txt
  187.13,   199.33,   206.38
  403.73,   390.65, -1305.89
   24.80,   -11.24, -1499.75
   22.74,   -10.30, -1374.77
   20.67,    -9.37, -1249.79
   23.82,   113.75, -1500.71
   21.75,   114.69, -1375.73
   19.69,   115.62, -1250.75
   22.83,   238.74, -1501.66
   20.77,   239.68, -1376.68
   18.70,   240.62, -1251.70
  149.78,   -10.24, -1497.69
  147.72,    -9.30, -1372.72
  145.65,    -8.37, -1247.74
  148.80,   114.75, -1498.65
  146.73,   115.69, -1373.67
  144.66,   116.62, -1248.69
  147.81,   239.74, -1499.60
  145.75,   240.68, -1374.62
  143.68,   241.62, -1249.64
  274.76,    -9.24, -1495.64
  272.70,    -8.30, -1370.66
  270.63,    -7.37, -1245.68
  273.78,   115.75, -1496.59
  271.71,   116.69, -1371.61
  269.64,   117.63, -1246.63
  272.79,   240.74, -1497.54
  270.73,   241.68, -1372.56
  268.66,   242.62, -1247.58
  -15.91,    11.29, -1499.87
  -14.59,    10.35, -1374.88
  -13.26,     9.41, -1249.89
  -15.43,   136.29, -1498.94
  -14.11,   135.35, -1373.95
  -12.78,   134.40, -1248.96
  -14.96,   261.28, -1498.00
  -13.63,   260.34, -1373.01
  -12.30,   259.40, -1248.02
  109.08,    10.82, -1501.20
  110.41,     9.88, -1376.21
  111.73,     8.94, -1251.22
  109.56,   135.82, -1500.27
  110.88,   134.88, -1375.28
  112.21,   133.94, -1250.29
  110.04,   260.81, -1499.33
  111.36,   259.87, -1374.34
  112.69,   258.93, -1249.35
  234.07,    10.35, -1502.53
  235.40,     9.41, -1377.54
  236.72,     8.47, -1252.55
  234.55,   135.35, -1501.60
  235.88,   134.41, -1376.61
  237.20,   133.47, -1251.62
  235.03,   260.35, -1500.66
  236.35,   259.40, -1375.67
  237.68,   258.46, -1250.68
  -24.04,    23.11, -1499.63
  -22.04,    21.19, -1374.66
  -20.04,    19.26, -1249.69
  -23.85,   148.10, -1497.71
  -21.85,   146.17, -1372.74
  -19.85,   144.24, -1247.77
  -23.66,   273.08, -1495.78
  -21.66,   271.16, -1370.82
  -19.65,   269.23, -1245.85
  100.94,    22.95, -1501.64
  102.94,    21.03, -1376.67
  104.95,    19.10, -1251.70
  101.13,   147.94, -1499.71
  103.14,   146.01, -1374.74
  105.14,   144.08, -1249.77
  101.33,   272.92, -1497.79
  103.33,   271.00, -1372.82
  105.33,   269.07, -1247.85
  225.93,    22.79, -1503.64
  227.93,    20.86, -1378.67
  229.93,    18.94, -1253.70
  226.12,   147.78, -1501.72
  228.12,   145.85, -1376.75
  230.12,   143.92, -1251.78
  226.31,   272.76, -1499.79
  228.31,   270.83, -1374.82
  230.31,   268.91, -1249.86
  -28.53,     9.05, -1499.70
  -26.15,     8.29, -1374.72
  -23.78,     7.54, -1249.75
  -29.08,   134.04, -1498.93
  -26.71,   133.29, -1373.96
  -24.33,   132.53, -1248.98
  -29.64,   259.04, -1498.17
  -27.26,   258.28, -1373.19
  -24.88,   257.53, -1248.22
   96.44,     9.61, -1502.07
   98.82,     8.86, -1377.10
  101.20,     8.10, -1252.12
   95.89,   134.61, -1501.31
   98.27,   133.86, -1376.33
  100.65,   133.10, -1251.36
   95.34,   259.61, -1500.54
   97.72,   258.85, -1375.57
  100.09,   258.10, -1250.59
  221.42,    10.18, -1504.45
  223.80,     9.43, -1379.47
  226.18,     8.67, -1254.50
  220.87,   135.18, -1503.68
  223.25,   134.42, -1378.71
  225.62,   133.67, -1253.73
  220.31,   260.17, -1502.92
  222.69,   259.42, -1377.94
  225.07,   258.67, -1252.97
  -11.46,     4.32, -1499.95
  -10.51,     3.96, -1374.95
   -9.55,     3.60, -1249.96
  -11.35,   129.32, -1499.59
  -10.39,   128.96, -1374.59
   -9.43,   128.60, -1249.60
  -11.23,   254.32, -1499.23
  -10.27,   253.96, -1374.24
   -9.32,   253.60, -1249.24
  113.53,     4.20, -1500.90
  114.49,     3.85, -1375.91
  115.44,     3.49, -1250.91
  113.65,   129.20, -1500.55
  114.61,   128.85, -1375.55
  115.56,   128.49, -1250.56
  113.77,   254.20, -1500.19
  114.72,   253.84, -1375.19
  115.68,   253.49, -1250.20
  238.53,     4.09, -1501.86
  239.48,     3.73, -1376.87
  240.44,     3.37, -1251.87
  238.65,   129.09, -1501.50
  239.60,   128.73, -1376.51
  240.56,   128.37, -1251.51
  238.76,   254.09, -1501.15
  239.72,   253.73, -1376.15
  240.68,   253.37, -1251.15
  -27.48,   -23.02, -1499.57
  -25.19,   -21.10, -1374.61
  -22.90,   -19.18, -1249.64
  -26.86,   101.96, -1501.50
  -24.57,   103.88, -1376.54
  -22.28,   105.80, -1251.57
  -26.25,   226.95, -1503.43
  -23.96,   228.87, -1378.47
  -21.67,   230.79, -1253.50
   97.50,   -23.67, -1501.85
   99.79,   -21.75, -1376.89
  102.08,   -19.83, -1251.92
   98.11,   101.31, -1503.78
  100.40,   103.23, -1378.82
  102.69,   105.16, -1253.85
   98.73,   226.30, -1505.71
  101.02,   228.22, -1380.75
  103.31,   230.14, -1255.79
