27, 8, pa1-debug-a-output1.txt
  190.55,   207.35,   209.17
  400.55,   402.12, -1296.46
    0.00,     0.00, -1500.00
    0.00,    -0.00, -1375.00
   -0.00,    -0.00, -1250.00
    0.00,   125.00, -1500.00
    0.00,   125.00, -1375.00
   -0.00,   125.00, -1250.00
    0.00,   250.00, -1500.00
    0.00,   250.00, -1375.00
    0.00,   250.00, -1250.00
  125.00,     0.00, -1500.00
  125.00,    -0.00, -1375.00
  125.00,    -0.00, -1250.00
  125.00,   125.00, -1500.00
  125.00,   125.00, -1375.00
  125.00,   125.00, -1250.00
  125.00,   250.00, -1500.00
  125.00,   250.00, -1375.00
  125.00,   250.00, -1250.00
  250.00,     0.00, -1500.00
  250.00,    -0.00, -1375.00
  250.00,    -0.00, -1250.00
  250.00,   125.00, -1500.00
  250.00,   125.00, -1375.00
  250.00,   125.00, -1250.00
  250.00,   250.00, -1500.00
  250.00,   250.00, -1375.00
  250.00,   250.00, -1250.00
    0.00,     0.00, -1500.00
    0.00,    -0.00, -1375.00
    0.00,    -0.00, -1250.00
    0.00,   125.00, -1500.00
    0.00,   125.00, -1375.00
    0.00,   125.00, -1250.00
    0.00,   250.00, -1500.00
    0.00,   250.00, -1375.00
    0.00,   250.00, -1250.00
  125.00,     0.00, -1500.00
  125.00,    -0.00, -1375.00
  125.00,    -0.00, -1250.00
  125.00,   125.00, -1500.00
  125.00,   125.00, -1375.00
  125.00,   125.00, -1250.00
  125.00,   250.00, -1500.00
  125.00,   250.00, -1375.00
  125.00,   250.00, -1250.00
  250.00,     0.00, -1500.00
  250.00,     0.00, -1375.00
  250.00,    -0.00, -1250.00
  250.00,   125.00, -1500.00
  250.00,   125.00, -1375.00
  250.00,   125.00, -1250.00
  250.00,   250.00, -1500.00
  250.00,   250.00, -1375.00
  250.00,   250.00, -1250.00
    0.00,     0.00, -1500.00
   -0.00,     0.00, -1375.00
    0.00,     0.00, -1250.00
    0.00,   125.00, -1500.00
    0.00,   125.00, -1375.00
    0.00,   125.00, -1250.00
    0.00,   250.00, -1500.00
    0.00,   250.00, -1375.00
    0.00,   250.00, -1250.00
  125.00,     0.00, -1500.00
  125.00,     0.00, -1375.00
  125.00,     0.00, -1250.00
  125.00,   125.00, -1500.00
  125.00,   125.00, -1375.00
  125.00,   125.00, -1250.00
  125.00,   250.00, -1500.00
  125.00,   250.00, -1375.00
  125.00,   250.00, -1250.00
  250.00,     0.00, -1500.00
  250.00,     0.00, -1375.00
  250.00,     0.00, -1250.00
  250.00,   125.00, -1500.00
  250.00,   125.00, -1375.00
  250.00,   125.00, -1250.00
  250.00,   250.00, -1500.00
  250.00,   250.00, -1375.00
  250.00,   250.00, -1250.00
    0.00,     0.00, -1500.00
   -0.00,     0.00, -1375.00
   -0.00,    -0.00, -1250.00
    0.00,   125.00, -1500.00
    0.00,   125.00, -1375.00
    0.00,   125.00, -1250.00
    0.00,   250.00, -1500.00
    0.00,   250.00, -1375.00
    0.00,   250.00, -1250.00
  125.00,     0.00, -1500.00
  125.00,     0.00, -1375.00
  125.00,    -0.00, -1250.00
